,CONTENT,CLASS
230,perhaps seen newest miley cyrus secret video sucking old man cock wish see check celebrity website beneath miley secret video co uk,1
231,haha miley cyrus done today someone leeched porno video celeb site believe website link miley celeb news co uk case want view,1
232,really comprehend miley cyrus actually high profile tape banging today video leeched sucking fucking video posted celebrity website miley celeb news co uk,1
233,voice wow,0
234,shakira,0
235,,0
236,wow,0
237,love,0
238,like love much people friend love shakira,0
239,,0
240,shakira love,0
241,beautiful,0
242,shakira beautiful,0
243,good,0
244,god hot,0
245,perfect lt,0
246,wow,0
247,shakira voice sound spanish make music sound amazing love,0
248,check daneja good girl,1
249,check cover please,1
250,hey music fan really appreciate take time read check music year old boy dreaming successful musician music world lot cover piano cover money advertise simple thumb comment comment video subscription would step forward second life regret thank u people give chance,1
251,echa un vistazo la remezcla check remix miley cyrus wrecking ball house edm remix miley cyrus wrecking ball vincent remix click enlace suscr base click link subscribe,1
252,hey check new musicvideo life celebration peace,1
253,hi check share song,1
254,subscribe amp like watch v tu gn l,1
255,watch v dtqcftr fac justien bieber car like amp subscribe,1
256,check band page youtube killtheclockhd check original song including quot disguise quot,1
257,hi check awesome cover say think,1
258,hope everyone good spirit hard working student also passionate singer look foward day make music share cover check channel done cover miley cyrus imagine dragon lana del rey drake macklemore pink countless others subscribe want goal become famous inspire fyi spamming everyone right freedom speech thanks,1
259,please visit web wellcomemd blogfa com,1
260,please check video called quot love mind master quot thanks,1
261,perfect,0
262,,1
263,beautiful song beautiful girl work,0
264,shakira,0
265,omg love,0
266,ouf ouf ouffffffffffffffffff,0
267,awesome,0
268,cool,0
269,song never get old,0
270,always goose bump part,0
271,love,0
272,love song,0
273,want see shakira football,0
274,good,0
275,recommend apple ipad th gen gb unlocked wi fi g white price apple iphone latest model gb black price samsung galaxy iv gb new white price sony inch led hdtv price one pc apple macbook pro apple macbook air price camera nikon slr camera mm mm gb price ultrabooks sony vaio pro intel core gb gb price purchase online website taaee com,1
276,quot help humanity sign link wholehearted support say quot quot discrimination united stand bring change together impossible say possible quot winner success cheer loving brother sister please share link facebook support discrimination tinyurl dot com slash mxh fear none god,1
277,part comforter afflicted pray u help christian pray u queen angel pray u queen patriarch pray u queen prophet pray u queen apostle pray u queen martyr pray u queen confessor pray u queen virgin pray u queen saint pray u queen conceived without original sin pray u queen holy rosary pray u queen family pray u queen peace pray u,1
278,part holy mary pray u holy mother god pray u holy virgin virgin pray u mother christ pray u mother divine grace pray u mother pure pray u mother chaste pray u mother inviolate pray u mother undefiled pray u mother amiable pray u mother admirable pray u mother good counsel pray u mother creator pray u mother redeemer pray u,1
279,hi everyone anyone real online work help u earn lot money fun real affiliated company u think u r working easy enjoyable info contact neeru gmail com,1
280,nice song,0
281,god sexy drive crazy,0
282,wow,0
283,shakira best,0
284,nice,0
285,shakira,0
286,shakira,0
287,best,0
288,hey youtubers music lover guess skip comment still reading thanks dont money advertisiments chance getting heard nothing left spam sorry im rapper singer estonia please listen new cover account wont regret give chance please take half second life thumb comment maybe change life real thank wafence,1
289,want make easy money check page tvcmcadavid weebly com dont miss opportunity give thumb would apprecitate,1
290,please check video called quot love mind master quot thank u,1
291,way make money k per month search google gt gt nl make money without investment,1
292,meet richest online marketer click bit ly make money without adroid,1
293,know people make another account subscribing liking,1
294,subscribe look nice,1
295,hey dickwad african colour skin tell u something long ago ancestor left africa check baba brinkman song called quot african quot go learn something,1
296,wow muslim really egoistic world population video donating dollar poor one africa shame terrorist muslim,1
297,wats good go check music da channel ik yall got,1
298,know check amy music yall got go da channel,1
299,northland paranormal society youtube check channel real paranormal evidence facebook northland paranormal society,1
300,hello everyone know probably pas kind comment still reading thanks money advertisement chance getting heard nothing live small town come spam sorry instrumental songwriter columbus mississippi please go channel check original music would highly appreciated thumb comment music heard thank adam whitney,1
301,going call instrumental songwriter there singing there song write lol got alot learn kid hey forget subscribe,1
302,hello everyone know probably pas kind comment still reading thanks money advertisement chance getting heard nothing live small town come spam sorry instrumental songwriter columbus mississippi please go channel check original music would highly appreciated thumb comment music heard thank adam whitney,1
303,please go see channel subscribe would nice mate,1
304,wanna earn money online without investment visit link therglove blogspot blog post html,1
305,hello everyone know probably pas kind comment still reading thanks money advertisement chance getting heard nothing live small town come spam sorry instrumental songwriter columbus mississippi please go channel check original music would highly appreciated thumb comment music heard thank adam whitney,1
306,check dubstep version,1
307,make money,1
308,wanna laugh please subscribe channel,1
309,earn money online effort bit ly gkvdo,1
310,could please check cover channel cover like adele kodaline imagine dragon please could spare minute could listen one two cover feel free comment subscribe thank,1
311,adf ly kld,1
312,check irish guy cover avicii wake search quot wake fiddle silly quot worth listen gorgeous fiddle player,1
313,hello everyone know probably pas kind comment still reading thanks money advertisement chance getting heard nothing come spam sorry video animator trying make video animation industry please give chance prove please visit channel subscribe like thumb comment everyone see thank,1
314,hello everyone know probably pas kind comment still reading thanks money advertisement chance getting heard nothing come spam sorry video animator trying make video animation industry please give chance prove please visit channel subscribe like thumb comment everyone see thank,1
315,hey youtubers really appreciate took time read year old boy want successful musician music world dont money advertise channel could visit channel comment video subscribe would great second life thank u people gave chance l really appreciate,1
316,subscribe pagee please,1
317,please subscribe page thanks,1
318,hey hit shit yall killed versace remix type cge quot versace freestyle get money quot shot ja wan gardner help reach million view,1
319,hey guy girl check comedy recipe hilarious tube video prank crank call,1
320,subscribe subscribe back,1
321,subscribe subscribe back,1
322,please check channel subscribe back,1
323,really ask nicely view vids subscribe back,1
324,facebook lame check swagfriends com make thousand cool new friend everyday join new movement,1
325,hi check share song,1
326,check partyman fr good tunez,1
327,hey youtubers really appreciate took time read year old boy want successful musician music world dont money advertise channel could visit channel comment video subscribe would great second life thank u people gave chance l really appreciate,1
328,hey music fan really appreciate take time read check music year old boy dreaming successful musician music world lot cover piano cover money advertise simple thumb comment comment video subscription would step forward second life regret thank u people give chance,1
329,hey music fan really appreciate take time read check music year old boy dreaming successful musician music world lot cover piano cover money advertise simple thumb comment comment video subscription would step forward second life regret thank u people give chance,1
330,hey music fan really appreciate take time read check music year old boy dreaming successful musician music world lot cover piano cover money advertise simple thumb comment comment video subscription would step forward second life regret thank u people give chance,1
331,hi check share song,1
332,hi check share song,1
333,hi check share song,1
334,hey music fan really appreciate take time read check music year old boy dreaming successful musician music world lot cover piano cover money advertise simple thumb comment comment video subscription would step forward second life regret thank u people give chance,1
335,hey forty hour famine giving food social working hour raise money african people experience luxury donate give chance amount would click link donate h p h f c u n h n l thanks,1
336,love itt ppl check channel,1
337,subscribe channel,1
338,adf ly kld,1
339,adf ly kld,1
340,check new video,1
341,hey music fan really appreciate take time read check music year old boy dreaming successful musician music world lot cover piano cover dont money advertise simple thumb comment comment video subscription would step forward second life u regret thank u people give chance mean lot,1
342,hello everyone intention spam truly sorry anyone annoyed please hear rapper singer music producer song writer making music eight year exact enjoy making type music anyone listen talking killing anyone importantly focus quality music please check page click away thank nice day,1
343,facebook lame check swagfriends com make thousand cool new friend everyday join new movement,1
344,please check send others freedom justice line please google steven l reed case land supreme court thanks,1
345,nice meet johnny already know music thumb found way want hear original song completely made person continue reading sing write original music lyric amp play guitar bass drum amp keyboard man band music completely independent amp listener supported want hear amp willing help record new album click name picture enjoy music wish awesome day,1
346,hey check channel alvar lake,1
347,hi johnny already know music thumb found way want hear original song completely made person continue reading sing write original music lyric amp play guitar bass drum amp keyboard man band music completely independent amp listener supported want hear amp willing help record new album click name picture thank amp enjoy music wish awesome day,1
348,wow,0
349,love song,0
350,love song,0
351,check video youtube br quot time africa quot one trayvon motherland br thank shakira,1
352,watched large amount view convinced girl hot,0
353,people earth seen perform every form evil leisure cease reveling hate behold murder innocent day night plot evil neighbor stand right commit abomination clap hand wickedness celebrated openly street perverse abominable generation shall repay hear word lord trumpetcallofgodonline co,1
354,song always give chill,0
355,love dis song,0
356,never forget song life like comment hearing song like year,1
357,omg facebook old check gt swagfriends com make thousand cool new friend everyday join movement,1
358,hey music fan really appreciate take time read check music year old boy dreaming successful musician music world lot cover piano cover dont money advertise simple thumb comment comment video subscription would step forward second life u regret thank u people give chance mean lot,1
359,check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape,1
360,check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape,1
361,check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape check new mixtape,1
362,waka waka rule,0
363,sooooo beautiful,0
364,well done shakira,0
365,love song sing camp time,0
366,love song two reason africa born beautiful south africa,0
367,wow,0
368,shakira u wiredo,0
369,shakira best dancer,0
